Cell Line Name,OTS964_0.004572 uM,OTS964_0.01372 uM,OTS964_0.04115 uM,OTS964_0.1235 uM,OTS964_0.3704 uM,OTS964_1.111 uM,OTS964_10.0 uM,OTS964_3.333 uM
PFSK1_CENTRAL_NERVOUS_SYSTEM,0.07424318,-0.185732296,-1.023125236,-3.40330222,-2.095370582,-2.689001553,-2.811472653,-2.655532849
PK1_PANCREAS,-0.166065094,-0.2430705,-0.160600449,-3.800039611,-3.885857896,-4.347812711,-4.649671199,-3.854822884
PK45H_PANCREAS,-0.464253797,-0.090696611,0.066254162,-1.057544927,-3.050299071,-6.363339086,-4.426108857,-4.107936513
PK59_PANCREAS,-0.023653328,0.11784348,0.074531773,-1.05869364,-3.383604883,-3.059497841,-2.633216564,-3.152597732
PK8_PANCREAS,0.34408016,0.470096602,-0.342972085,-0.97953895,-3.458263489,-4.02369674,-4.415546692,-3.450366064
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.079399747,0.609536862,-0.694700413,-3.777026386,-3.132892821,-4.401652601,-4.450897851,-4.186894474
PLCPRF5_LIVER,-0.037125305,0.115869597,-0.39382726,-2.401734409,-4.506495274,-4.243888933,-3.79568346,-4.93497268
PMFKO14_LARGE_INTESTINE,-0.590819644,-0.541108301,-0.786875506,-3.261804312,-3.895392443,-4.026239247,-3.337314353,-3.662318231
PSN1_PANCREAS,0.29073245,0.204837378,-0.53341353,-3.52843724,-3.338501658,-4.225877602,-4.290402733,-3.538865028
QGP1_PANCREAS,0.106588924,0.093415102,-0.436786313,-1.341804282,-1.78506404,-4.094190044,-3.71446991,-3.230419886
RBE_BILIARY_TRACT,0.304729658,-0.566890411,0.309122595,-0.952480957,-2.319315888,-2.735488194,-2.841779978,-2.009955843
RCC10RGB_KIDNEY,-0.172534733,-0.103123206,-0.229780144,-2.305596234,-3.426888981,-3.227452981,-3.610904427,-3.517550779
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.028773647,-0.233206176,-0.579776948,-3.078201327,-2.681940862,-3.432818255,-3.758458335,-3.740572049
RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.00048439,0.138588152,-0.284539209,-0.652201473,-2.608718159,-3.191974086,-3.460079088,-2.922619733
RCM1_LARGE_INTESTINE,0.002076196,-0.372407302,0.20305633,-3.079813915,-3.033405455,-4.366397504,-4.008573742,-3.115104164
RD_SOFT_TISSUE,0.075780762,-0.315822631,-0.376970027,-2.640346052,-3.489059456,-3.426473903,-3.464239554,-3.573474234
RDES_BONE,-0.127004074,-0.113886294,0.485298722,-0.762860224,-3.668456759,-3.812371971,-3.666353891,-3.734997904
RERFGC1B_STOMACH,-0.070485692,0.135709564,-0.513241646,-1.414644638,-3.134778016,-3.89994963,-3.941816184,-3.768867548
RERFLCAD1_LUNG,-0.09412632,-0.045534941,-0.169753148,-1.597125176,-2.36519639,-2.925060198,-2.342130907,-1.973649673
RERFLCAD2_LUNG,-0.132280386,-0.492724709,-0.296033164,-0.965426688,-2.844465566,-2.761819513,-2.211908868,-2.810670439
RERFLCAI_LUNG,0.112003566,-0.0769011,-0.064378847,-4.079209694,-3.768605981,-4.117594632,-4.352457212,-4.966200903
RERFLCKJ_LUNG,0.341592138,-0.40738645,-0.098746283,-3.751186279,-3.99925883,-3.950648429,-3.977309584,-4.106497634
RERFLCMS_LUNG,0.271178651,-0.330984975,0.109625632,-3.983440608,-3.71021102,-4.154176414,-4.073798114,-3.384310269
RH28_SOFT_TISSUE,0.938303125,-0.23446728,0.137067745,-2.020807089,-3.254022425,-2.672715288,-3.523022275,-3.376943706
RH30_SOFT_TISSUE,0.006508228,0.038824539,-0.133260249,-2.236512112,-2.814758913,-3.38467975,-3.028630369,-3.519674801
RH36_SOFT_TISSUE,0.125941912,-0.403805234,-0.228549099,0.171371522,-2.090049649,-1.355959878,-2.568790333,-1.799199067
RH4_SOFT_TISSUE,0.12899479,-0.423811873,-0.288720097,-2.848954122,-3.341407819,-3.835608817,-3.640944184,-3.742341038
RHJT_SOFT_TISSUE,-0.50657665,-0.337355311,0.110779943,-0.745369389,-2.190171574,-3.121464162,-2.787604044,-2.661457611
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.001394675,-0.213750374,0.08406874,-2.368910666,-3.078759218,-2.691006734,-2.124582892,-2.867079196
RKN_SOFT_TISSUE,0.140883402,0.054936808,-0.237575082,-0.989701559,-3.35300541,-4.339785138,-4.150378728,-3.932985972
RKO_LARGE_INTESTINE,-0.079866487,-0.178060904,-0.191960614,-1.811734107,-3.422762785,-3.931328632,-3.44018902,-4.430299982
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.303187748,-1.04448711,-0.499121632,-0.341042187,-2.99774188,-3.505811369,-3.431015227,-4.223658046
RL952_ENDOMETRIUM,0.043332359,-0.553893162,-1.048229482,-4.838137337,-3.631856674,-4.270498231,-3.505748511,-4.10608102
RMGI_OVARY,-0.094336048,-0.140312823,-0.354522155,-1.515266623,-3.039839819,-5.431706905,-4.45354126,-3.825671902
RMSYM_SOFT_TISSUE,0.126579129,-0.415802146,0.155331715,-1.46718479,-2.521566881,-2.618986123,-3.585777599,-2.597243923
RMUGS_OVARY,0.081557756,0.111167876,-0.309788134,-1.500592593,-3.403552912,-3.632704814,-5.195053654,-4.340663796
RO82W1_THYROID,-0.064038293,0.058463734,-1.008843825,-2.004844747,-3.57821379,-3.876534903,-3.653144361,-4.084229472
RPMI7951_SKIN,-0.008368693,-0.291876952,0.025965668,-1.424350096,-3.666276708,-3.387908157,-3.69893434,-3.724251813
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.395977797,0.027183157,0.269655797,-0.776746678,-3.791829802,-5.376340057,-3.412832422,-3.672374365
RT112_URINARY_TRACT,0.233519623,0.061243729,-0.313441794,-3.718637524,-4.404915527,-4.669201697,-4.385926465,-4.189855771
RT4_URINARY_TRACT,0.682357099,0.404701526,0.04608329,-2.108444566,-3.1265205,-3.492440747,-3.086657646,-3.701983909
RVH421_SKIN,0.420486289,-0.054308477,-0.031647593,-2.08621771,-3.929047495,-4.54355209,-4.101963566,-3.584855763
S117_THYROID,-0.179299812,-0.007802464,0.037783689,-1.829143013,-3.405343837,-3.84143195,-3.992138059,-3.666443706
SAOS2_BONE,-0.058110085,-0.333951098,-0.316591003,-1.915475749,-4.00300693,-3.609529978,-4.759752486,-4.306712561
SBC5_LUNG,0.221500537,-0.036753916,-0.083687525,-2.370127598,-3.015559049,-3.478377302,-3.283507537,-2.593767647
SCABER_URINARY_TRACT,0.06758975,0.122307235,-0.077223287,-3.825864441,-3.767407145,-4.383155396,-3.848731354,-3.364377565
SCC25_UPPER_AERODIGESTIVE_TRACT,0.026901272,0.179367801,-1.098065032,-3.089190541,-4.459127248,-3.041910086,-4.687593759,-4.572294143
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.040189888,-0.287591796,0.131756309,-2.175654771,-4.731594498,-4.493132939,-3.953286553,-4.152215404
SCC9_UPPER_AERODIGESTIVE_TRACT,-0.194357226,0.048169168,-0.257721148,-2.092825345,-4.313585732,-4.656727631,-3.925865529,-3.887877876
SCLC21H_LUNG,-0.159771428,0.488715088,-0.817864747,-1.885872302,-2.162547066,-2.908170001,-2.497765911,-2.523973017
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.151380027,-0.058633245,0.394946874,-2.737079855,-3.529610266,-3.55252189,-3.989865545,-3.992225261
SF126_CENTRAL_NERVOUS_SYSTEM,-0.351036876,0.110362136,0.269360078,-1.651634551,-3.187434742,-4.519102155,-4.624719953,-4.362812055
SF295_CENTRAL_NERVOUS_SYSTEM,-1.035757127,-0.89351088,-0.279286732,-1.07988629,-2.419317516,-3.493656111,-3.653214987,-3.868238433
SF539_CENTRAL_NERVOUS_SYSTEM,0.312694402,0.297168079,-0.033343505,-3.007665662,-3.928116568,-4.500994812,-5.070593171,-3.455086844
SG231_BILIARY_TRACT,-0.364517863,0.219672078,-0.939965819,-3.559475003,-3.827973135,-4.246370497,-3.793955995,-4.09109696
SH10TC_STOMACH,0.245407149,-0.554928771,-1.032751485,-4.411692898,-4.58770478,-4.183457982,-5.294658465,-4.174700832
SH4_SKIN,0.019938188,-0.338194709,-0.096208229,-1.003195325,-2.91990143,-3.562228959,-3.596450894,-3.53126618
SHMAC5_PROSTATE,0.068018739,-0.00899479,-0.875745474,-3.075022033,-2.97635275,-3.564474723,-4.492578596,-3.608673731
SHP77_LUNG,0.564605621,-0.805125563,-0.721108128,-1.575322987,-3.279731065,-3.860807793,-3.996414166,-4.382242929
SIMA_AUTONOMIC_GANGLIA,-0.085707731,-0.237619446,-0.397770755,-3.077638519,-3.55359739,-3.714724552,-3.366043591,-3.421042778
SISO_CERVIX,-0.199335978,0.329367866,-0.352344073,-2.942613009,-4.448134681,-4.388399468,-4.504797924,-4.393833147
SJSA1_BONE,-0.137716664,-0.043034516,-0.075207737,-1.49555989,-4.007495698,-3.93679207,-4.234967339,-3.947390415
SKES1_BONE,-0.296272012,-0.361725973,-0.365428969,-2.496965512,-3.353812173,-3.63740419,-3.679889719,-3.840311953
SKGI_ENDOMETRIUM,-0.119701737,-0.30448557,-0.583012805,-3.694814892,-3.747768434,-4.082040903,-4.053207523,-4.265107989
SKGII_ENDOMETRIUM,0.14671417,0.01775521,-0.233048699,-1.824283096,-3.768217102,-4.657867991,-4.083230643,-5.00950173
SKGT2_STOMACH,0.181866867,-0.036828257,-0.368179783,-3.998498297,-4.485451904,-4.12731015,-4.945717199,-4.109467086
SKGT4_OESOPHAGUS,0.317819031,-0.324241633,-0.391023413,-0.812902174,-2.7244691,-3.130294689,-4.044758442,-2.929238164
SKHEP1_LIVER,-0.033493725,-0.197636228,-0.133265304,-2.248255004,-3.916189042,-4.206283782,-4.725521295,-4.372954393
SKLMS1_SOFT_TISSUE,-0.398289688,-0.504994644,-0.252267525,-1.278802517,-2.937091305,-4.007470886,-4.046054818,-3.368926591
SKLU1_LUNG,0.303078971,0.388133515,0.1212747,-2.59792153,-5.211689628,-4.601137066,-4.581884655,-4.603257179
SKMEL2_SKIN,0.645579497,0.204646235,0.337324045,-0.998808022,-3.60419613,-3.417495986,-3.776698404,-5.537414402
SKMEL24_SKIN,-0.46538958,0.062409031,-0.174853978,-1.102556576,-3.403509,-3.09225269,-2.966380995,-4.000513676
SKMEL28_SKIN,0.175064032,-0.205856402,-0.437706466,-0.962619309,-3.889351235,-4.428594707,-4.206998309,-4.473409851
SKMEL3_SKIN,-0.0974675,0.12573127,-0.131468541,-0.52618312,-2.935922075,-4.435244435,-3.680203556,-4.232593362
SKMEL30_SKIN,0.18452081,-0.197003273,0.477581234,-0.865128244,-3.715179207,-4.732512024,-4.491874109,-3.876155247
SKMEL5_SKIN,0.037598778,0.229195683,-0.324649884,-1.636543393,-3.668905282,-3.773836879,-3.998453698,-3.978599327
SKMES1_LUNG,-0.082548663,0.143199071,0.139400887,-1.993740791,-3.540696247,-3.820436668,-3.988160011,-3.5889031
SKN_ENDOMETRIUM,-0.043304071,-0.150977687,0.028293205,-2.500868988,-3.727295336,-4.472181585,-3.673964098,-4.143601221
SKNAS_AUTONOMIC_GANGLIA,0.009514868,-0.072832992,-0.497164134,-1.557777309,-3.328487748,-3.227487383,-2.783721711,-3.670784538
SKNBE2_AUTONOMIC_GANGLIA,-0.391168542,-0.069429231,-0.41288154,-2.858760585,-3.794432376,-4.606361873,-4.121986985,-4.183208084
SKNDZ_AUTONOMIC_GANGLIA,-0.219593,0.037073949,-0.444585552,-3.737080826,-3.118430242,-3.93909821,-3.273767989,-4.141677213
SKNMC_BONE,0.483280476,0.260443307,-0.854644537,-3.72653311,-2.568887108,-2.940738161,-2.931006919,-3.405907222
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.286772221,0.022594539,-0.527678999,-2.715566788,-4.045541003,-4.229888604,-4.258718743,-4.468616597
SKOV3_OVARY,-0.153188633,-0.275828862,-0.261916601,-3.114991122,-3.63516114,-3.888390705,-4.942034117,-4.176160649
SKPNDW_BONE,-0.248946729,0.211714412,0.126127636,-3.24764271,-2.81570255,-4.905432334,-3.02423703,-3.863015709
SKUT1_SOFT_TISSUE,0.087635166,0.045764597,-0.58289583,-3.766184615,-4.312342722,-3.418704037,-3.98487723,-4.070460539
SMSCTR_SOFT_TISSUE,-0.172314461,0.033477989,-1.172790784,-2.523422261,-4.768645837,-2.987329352,-3.634716105,-4.05059627
SNB75_CENTRAL_NERVOUS_SYSTEM,0.010858011,-0.029914713,-0.517680492,-0.884009688,-3.088356265,-4.066389983,-2.684368846,-3.35101743
SNGM_ENDOMETRIUM,0.213209162,-0.299301594,-0.072823292,-2.032760556,-3.473647472,-3.57589914,-4.135525173,-4.534614734
SNU1_STOMACH,-0.047732551,-0.061780249,-0.16670448,-2.178996164,-2.887504175,-3.414185805,-3.382746601,-3.773947657
SNU1041_UPPER_AERODIGESTIVE_TRACT,0.048185462,0.141754528,-0.600296726,-0.679067976,-4.539016212,-3.894782492,-4.692731045,-5.046525412
SNU1066_UPPER_AERODIGESTIVE_TRACT,0.320229776,-0.582288012,-0.369838204,-3.18684348,-3.485117587,-2.949538133,-2.843316426,-3.890037613
SNU1076_UPPER_AERODIGESTIVE_TRACT,-0.140778894,0.175600097,0.354426449,-1.02177273,-5.820198317,-3.717809924,-5.322305134,-2.79038845
SNU1077_ENDOMETRIUM,-0.435832373,0.472622329,-1.967250609,-1.07137258,-2.511546841,-3.482362489,-3.198218889,-3.406021726
SNU1079_BILIARY_TRACT,-0.163750223,-0.12542787,-0.112830169,-2.341090194,-3.252226835,-4.06368697,-3.443705451,-3.640782339
SNU1105_CENTRAL_NERVOUS_SYSTEM,0.340850257,0.276626888,0.105848476,-3.299695362,-3.701535425,-5.153646406,-5.510456782,-3.841069048
SNU1196_BILIARY_TRACT,0.058324266,0.225843282,0.168066571,-1.221876706,-2.511920174,-2.908345829,-2.509536105,-2.168223471
SNU1214_UPPER_AERODIGESTIVE_TRACT,0.049560207,0.193023271,-0.139423918,-2.625722511,-3.868293359,-4.174241243,-4.650180774,-3.896432033
SNU1544_LARGE_INTESTINE,-0.373468786,0.202550924,-0.486434071,-1.771771374,-2.247934331,-2.353615301,-2.707027672,-2.320629051
SNU182_LIVER,0.018570015,-0.070710153,-0.05680375,-0.305558857,-1.980521195,-2.40437738,-3.949424335,-2.756752516
SNU201_CENTRAL_NERVOUS_SYSTEM,-0.806042426,-0.132199077,-0.15427153,-1.711927015,-2.787338173,-3.165943876,-2.935682535,-4.033826609
SNU213_PANCREAS,0.075239916,-0.160901067,0.24719872,-1.187972039,-4.184892641,-4.494755892,-4.613507807,-5.145771946
SNU216_STOMACH,-0.413083934,0.101308731,-0.16071451,-1.960370209,-2.719173947,-3.405759255,-4.844678078,-3.881822121
SNU2372_BREAST,0.321462835,-0.137181529,-0.3558925,-1.744639602,-3.341298051,-3.809356171,-3.867905834,-3.903289644
SNU245_BILIARY_TRACT,-0.753749108,-0.188070452,-0.426849726,-0.981101321,-3.090577777,-4.865253708,-3.266382539,-3.334682665
SNU308_BILIARY_TRACT,-0.265858496,-0.003240642,-0.223783128,-2.1203066,-3.28820077,-2.962448866,-2.895967594,-3.348231304
SNU398_LIVER,0.058754535,-0.534190818,-1.263796021,-4.136723505,-3.814744911,-4.981172603,-4.565452053,-4.966850564
SNU407_LARGE_INTESTINE,0.054253834,0.671618284,0.331312678,-1.504396356,-3.932341233,-3.892661753,-3.921692055,-3.82442869
SNU410_PANCREAS,-0.563659941,-0.169398822,-0.243414275,0.001863162,-1.739912647,-2.153684084,-1.799808727,-3.661134641
SNU423_LIVER,-0.122179323,0.015609052,0.07345855,-2.462260508,-3.689265945,-3.967798499,-4.257278645,-3.601114344
SNU449_LIVER,0.043071733,-0.160840087,0.003659509,-0.866444544,-3.359675919,-3.510201612,-3.577366795,-3.199493637
SNU46_UPPER_AERODIGESTIVE_TRACT,0.030783804,-0.263325434,-0.851077132,-4.449281881,-3.679996877,-3.717592296,-3.929466841,-3.417427145
SNU466_CENTRAL_NERVOUS_SYSTEM,-0.126993808,-0.262660139,-0.637756739,-3.963766703,-3.366379857,-4.829570526,-3.720153673,-5.417975258
SNU489_CENTRAL_NERVOUS_SYSTEM,-0.36982133,-0.185231252,0.197373681,-0.241320661,-3.622763103,-4.12055882,-4.207662656,-3.402811072
SNU601_STOMACH,-0.132728605,0.046208697,-0.159995928,-2.475282397,-3.417689521,-4.1548274,-4.217308488,-3.582568584
SNU61_LARGE_INTESTINE,-0.251172826,-0.111527342,-0.003511075,-2.047667063,-4.576726951,-5.351164851,-4.468397448,-3.756871107
SNU638_STOMACH,-0.751539653,-0.158080451,-0.669070449,-2.88626301,-2.578389147,-3.414119549,-3.380791517,-2.631826754
SNU668_STOMACH,-0.01095624,-0.638328397,-0.230377523,-1.73627752,-3.943633959,-3.751067476,-3.404350719,-4.080637238
SNU685_ENDOMETRIUM,0.109173483,-0.549304069,0.139693928,-2.2032834,-3.775624012,-4.110582987,-3.979120985,-4.655092426
SNU719_STOMACH,0.104470973,0.010268169,-0.317644868,-3.444305488,-4.099956062,-3.748397056,-4.045146971,-4.030924232
SNU761_LIVER,0.413125287,0.272503585,-0.20190716,-0.523642074,-3.423782698,-3.966305728,-4.009672669,-4.964368666
SNU81_LARGE_INTESTINE,-0.213802204,-0.987345201,0.113102515,-2.79621436,-2.426528148,-3.131896107,-3.154892695,-2.588431334
SNU840_OVARY,-0.084185452,-0.055877019,-0.102574862,-1.087278981,-4.041061225,-4.109045823,-4.161569083,-4.152609395
SNU869_BILIARY_TRACT,0.224403694,0.033558106,0.566125192,-1.069546984,-3.401069981,-4.032824562,-3.975450293,-3.498008448
SNU886_LIVER,-0.026647568,0.391641818,0.306336205,-2.29639157,-4.759193832,-4.27609479,-4.474956644,-4.458995849
SNU899_UPPER_AERODIGESTIVE_TRACT,-0.538689624,-0.104136373,0.198518021,-2.606480791,-3.14959115,-4.108826522,-3.85524933,-4.417019194
SNUC2A_LARGE_INTESTINE,-0.063449726,-0.590146857,-0.17212715,-2.567284842,-2.986527173,-3.17820146,-3.733921094,-3.16114259
SNUC4_LARGE_INTESTINE,-0.489366151,0.253093117,-0.281152533,-1.639178856,-3.814392367,-4.153437739,-4.280008953,-3.560577072
SQ1_LUNG,-0.219263471,-0.137640061,0.046835232,-1.805637213,-4.03044848,-3.45039885,-4.337907537,-3.610080198
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.002159543,-0.45105419,-1.740121563,-3.535223153,-3.78893232,-3.765235014,-4.255767714,-3.768782975
SSP25_BILIARY_TRACT,0.33497236,0.04033798,-0.054093841,-1.477950761,-3.386180295,-3.864910797,-3.412352605,-3.965630664
STM9101_SOFT_TISSUE,0.200746282,0.375090886,0.041350749,-1.431868067,-2.618873456,-3.201869683,-4.178671986,-2.139577558
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.559129325,-0.087406005,-0.210487901,-0.574687692,-2.938017718,-3.526514226,-3.207984803,-2.54463255
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.643411932,-0.545240739,-0.263796384,-1.389948771,-2.562664713,-3.973210004,-3.005820593,-3.018724164
SUIT2_PANCREAS,-0.120676887,-0.214834437,-0.077614358,-1.250976522,-2.73075984,-3.074402376,-3.101985435,-2.492749162
SUM149PT_BREAST,-0.630337847,-0.002341158,-0.030297684,-1.797908976,-4.09932725,-4.409311461,-4.378043597,-4.495468593
SUM159PT_BREAST,-0.223156854,0.073206981,-0.165247265,-3.401979471,-3.679235045,-3.907247165,-3.396003798,-3.637748144
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.164168678,0.134771192,0.111760718,-1.518361269,-2.8617914,-3.013613594,-2.900035698,-2.962634215
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.080997984,-0.106318107,-0.307469941,-1.330834354,-3.328363913,-4.731921756,-3.800506072,-3.391969851
SUSA_TESTIS,0.313110804,-0.584797897,-0.237552202,-4.160230463,-4.260824721,-3.349716227,-3.778002343,-3.777606428
SW1088_CENTRAL_NERVOUS_SYSTEM,-0.591300689,0.156546991,-0.849887413,-2.153117563,-3.342454549,-4.402451258,-3.479860573,-4.22310352
SW1116_LARGE_INTESTINE,0.02105503,0.06611728,-0.422004152,0.497177478,-1.780282474,-3.232294281,-3.623830331,-2.364862567
SW1271_LUNG,-0.073195837,0.113112454,-0.489404855,-2.8829544,-3.25645566,-3.201203973,-2.618873467,-2.516094858
SW13_ADRENAL_CORTEX,-0.137021831,-0.156607102,-0.315066548,-3.748245613,-3.272130611,-4.130609273,-3.095336791,-4.038778568
SW1353_BONE,1.358662224,-0.596106637,0.745331586,-0.490922346,-3.702692822,-3.62794057,-2.902939571,-3.79562724
SW1463_LARGE_INTESTINE,0.136334431,-0.311989421,-0.636667949,-2.276320315,-2.743599066,-4.393464584,-4.520473296,-4.951285372
SW156_KIDNEY,0.556222471,-0.790663254,0.114655273,-0.464158037,-2.498487019,-2.380920445,-2.456078719,-2.863370481
SW1573_LUNG,0.022967427,-0.643223491,-0.319988003,-3.797971489,-3.806174549,-2.936125184,-3.392219704,-3.857476859
SW1710_URINARY_TRACT,0.074365604,-0.171504461,-0.324388509,-3.187680506,-3.556379574,-3.994439338,-4.480421809,-4.058836681
SW1783_CENTRAL_NERVOUS_SYSTEM,-0.022529686,-0.465232274,0.268263533,-2.03170323,-3.680831837,-5.647974685,-3.450030832,-4.609308978
SW1990_PANCREAS,0.207966114,0.242523619,-0.158664858,-2.161627398,-4.130359614,-4.234624556,-4.301246668,-4.077340534
SW480_LARGE_INTESTINE,-0.167877671,-0.022398928,0.397621069,-1.121160631,-2.496320543,-3.793382265,-3.113332031,-2.595697257
SW579_THYROID,0.344351588,0.03337274,0.040304878,-2.441071096,-3.43496228,-3.898400122,-4.167673394,-2.83469429
SW620_LARGE_INTESTINE,0.019896354,-0.019828403,-0.148632131,-2.982636282,-2.906985874,-4.210560386,-3.402785134,-4.075280317
SW756_CERVIX,-0.145494971,0.027963787,-0.362374381,-2.434656058,-3.036925219,-3.089185829,-3.265344131,-3.55308995
SW780_URINARY_TRACT,0.158823687,-0.283375233,0.254462013,-1.180555072,-3.280472337,-3.541962198,-3.09312041,-3.974651056
SW837_LARGE_INTESTINE,-0.50035317,-0.734348487,-0.339377929,-0.098772624,-2.733077494,-2.937390247,-3.552866089,-4.392030791
SW900_LUNG,-0.154106095,0.206389229,-0.039477357,-1.306280004,-3.222546068,-3.700859828,-3.968446447,-3.419790663
SW948_LARGE_INTESTINE,-0.104862915,-0.160391399,0.31335361,-2.544926214,-2.588267024,-2.921924888,-4.592297222,-3.207172184
SW954_CERVIX,0.137839013,-0.092257359,-0.094309294,-1.977982165,-3.647176085,-4.024269506,-4.270487877,-4.298310219
T24_URINARY_TRACT,0.183214157,0.022416718,-0.00132406,-0.463978241,-3.011555632,-3.228809824,-3.920456286,-3.515653919
T3M10_LUNG,0.176222686,-0.084243421,-0.241562579,-2.716285255,-3.144114478,-4.013472802,-4.004482504,-4.13209845
T3M5_THYROID,0.107200348,0.27000309,-0.098260102,-4.272883524,-4.054403735,-3.963757591,-4.165258605,-3.921158303
T47D_BREAST,-0.060412126,0.02651089,-0.194097106,-1.266403259,-3.220862365,-3.138489757,-3.242012301,-2.913594645
T84_LARGE_INTESTINE,0.558805472,-0.388426942,0.422979531,-2.262919374,-3.458806403,-4.367894038,-3.931646349,-3.926117714
T98G_CENTRAL_NERVOUS_SYSTEM,-0.000411359,0.292148594,-0.086611975,-1.873133995,-3.434044197,-3.721015515,-4.107683453,-3.667333444
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.027459969,-0.035988889,0.269216883,-1.096678302,-2.643864914,-2.941084901,-2.592720713,-2.548630096
TANOUE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.012848606,-0.069307573,-0.045937999,-1.606678524,-2.458854081,-2.649596719,-2.648394927,-2.7467874
TASK1_CENTRAL_NERVOUS_SYSTEM,-0.049074132,-0.124119783,-0.823403005,-3.988183213,-3.351746316,-3.531648878,-3.294217176,-3.589137345
TC106_BONE,0.063533974,-0.033893171,-0.915177657,-2.736705312,-3.453115196,-4.284509548,-4.642969609,-3.191836065
TC205_BONE,-0.119483426,-0.227752559,-0.338117762,-2.180029657,-2.891605711,-3.381623464,-4.032569712,-3.11914669
TC32_BONE,-0.120696945,-0.089163816,-0.674138516,-3.190615604,-3.383602456,-3.706032198,-3.923090079,-4.229453192
TCCPAN2_PANCREAS,-0.160131214,-0.257678765,-0.295281831,-1.327089483,-2.307094181,-2.049712473,-2.770650677,-2.53742903
TCCSUP_URINARY_TRACT,0.01812727,-0.132306445,-0.475413601,-2.258377762,-2.63012272,-4.550717506,-3.272861936,-4.168914083
TE1_OESOPHAGUS,-0.263104071,-0.274167341,0.171511773,-1.300104821,-3.329973509,-4.263441598,-5.209309613,-4.168906812
TE10_OESOPHAGUS,-0.005141085,-0.289216028,0.27298145,-0.913789563,-3.834170481,-4.499741032,-3.66690345,-3.544287719
TE11_OESOPHAGUS,0.098067174,-0.067467306,-0.007245871,-2.772801758,-3.36664003,-3.520771411,-4.088294094,-3.259913949
TE14_OESOPHAGUS,0.100015541,-0.604356081,-0.582903611,-2.236028964,-3.561765794,-3.977074152,-3.512534163,-3.262073063
TE15_OESOPHAGUS,-0.032025078,-0.144911112,-0.881455978,-1.10220862,-3.926726779,-4.674982462,-4.828241291,-3.735301885
TE4_OESOPHAGUS,-0.427871692,-0.134274136,0.293494451,-2.809538749,-2.611889571,-2.206490879,-1.937299762,-2.671464785
TE5_OESOPHAGUS,0.129955535,-0.061642732,-0.469715114,-3.719666382,-3.933551789,-3.974044147,-3.950041721,-4.283832918
TE6_OESOPHAGUS,0.20503529,-0.002861787,-0.594889065,-4.444167655,-4.396551253,-3.660667184,-5.436290413,-3.587355723
TE617T_SOFT_TISSUE,-0.16853164,-0.451724474,-0.119070694,-3.687679417,-4.392662977,-4.443839021,-4.959987295,-4.466377499
TE8_OESOPHAGUS,-0.011039721,-0.294483752,-0.245904822,-1.372197416,-3.305941708,-3.066752467,-3.791351998,-4.764076724
TE9_OESOPHAGUS,0.364759525,0.210417364,-0.488769853,-2.111759542,-3.330577227,-3.276495683,-2.900670808,-3.326520377
TEN_ENDOMETRIUM,-0.191901723,0.224758435,0.06949893,-2.703301222,-3.347411416,-3.9255829,-3.472288214,-3.353520767
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.249664869,-0.159212656,-0.255806134,-1.235007165,-3.3684437,-4.527743169,-4.329128415,-4.1729524
TFK1_BILIARY_TRACT,-0.258830235,-0.323367087,0.194911057,-3.909922045,-3.52963828,-4.575221041,-3.73995913,-4.21932431
TGBC18TKB_LARGE_INTESTINE,0.093511677,-0.134783991,-0.017018411,-3.02453986,-3.665136482,-3.427268846,-4.122860118,-4.393140237
TGBC1TKB_BILIARY_TRACT,-0.060944136,0.248898864,-0.273790202,-2.420565064,-3.013663359,-3.473042245,-3.297487723,-3.770840491
TGBC52TKB_BILIARY_TRACT,0.099012373,-0.108186806,0.135084881,-0.958920191,-3.368762206,-3.40156439,-3.178860819,-2.914732314
TGW_AUTONOMIC_GANGLIA,0.020611225,-0.408502365,-0.716649012,-0.956878997,-3.499679497,-4.376486558,-3.956479798,-3.669709893
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.194711784,-0.011132585,0.04837013,-1.00911256,-3.626046752,-3.75954648,-4.022655663,-4.307633555
