depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,CCNL2,CDK11A,CDK11B
ACH-003111,HS856T,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,,,,3.9273972125,4.0701397579,4.6345975594
ACH-000119,HS863T,Fibroblast,Non-Cancerous,"Fibroblast, Bone",,,,5.885054685,4.2140613269,4.5150230319
ACH-000340,HS870T,Fibroblast,Non-Cancerous,"Fibroblast, Bone",,,,6.1095259623,4.4093928341,4.6861690809
ACH-000154,HS888T,Fibroblast,Non-Cancerous,"Fibroblast, Bone",,,,6.220254233,4.8368239727,4.996871029
ACH-000043,HS895T,Fibroblast,Non-Cancerous,"Fibroblast, Skin",,,,6.2812021034,4.4795734013,4.1634799342
ACH-000135,HS940T,Fibroblast,Non-Cancerous,"Fibroblast, Skin",,,,6.479395405,4.6888849392,4.6112512286
ACH-000441,SH4,Skin,Melanoma,Melanoma,,,,6.1511022028,5.0917869305,4.9330587687
ACH-000772,TE441T,Soft Tissue,Rhabdomyosarcoma,Rhabdomyosarcoma,,CIC_DUX4,,7.3536925069,4.7484206349,5.4776928313
ACH-000125,TO175T,Fibroblast,Non-Cancerous,Fibroblast,,,,6.5350574273,4.7373470628,4.9511552688
ACH-000008,A101D,Skin,Melanoma,Melanoma,,,,6.0793589799,5.4986423439,5.2000381593
ACH-001442,A388,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,,,,5.5588459841,4.774903773,4.8863705323
ACH-001341,DOTC24510,Cervix,Mixed Cervical Carcinoma,Mixed Cervical Carcinoma,,,,5.9540086311,5.2817035531,5.8495515815
ACH-000529,T173,Fibroblast,Non-Cancerous,"Fibroblast, Bone",,,,6.5891047273,4.3656743537,4.476899486
ACH-000079,TE125T,Fibroblast,Non-Cancerous,"Fibroblast, Soft Tissue",,,,7.0574801994,3.9129892049,4.0685937785
ACH-001318,PLCPRF5,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,5.8068852192,5.0073295902,5.4077984995
ACH-000077,MJ,Lymphoid,Non-Hodgkin Lymphoma,Mature T and NK Neoplasms,T-cell Cutaneous,,,5.6840420614,5.2698200883,5.4546605683
ACH-001001,143B,Bone,Osteosarcoma,Osteosarcoma,,,,6.2697299963,5.0605072002,5.1603113299
ACH-000050,NCIH929,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,Plasmacytoma,,,6.5128580157,4.7644263301,4.504877037
ACH-000557,AML193,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M5,,,5.9801989667,5.5401630751,5.3083848626
ACH-000931,HMCB,Skin,Melanoma,Melanoma,,,,7.2664153907,5.5952912117,5.6596243824
ACH-000293,KLE,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,5.7752206227,5.1419298204,5.3783250113
ACH-000679,OE19,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Laryngeal,,,6.7907328072,4.1057454393,4.5782518759
ACH-000544,OE21,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,4.0088750943,3.8176598226,3.8353963467
ACH-000911,NUGC3,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,5.3491747716,4.3127212497,4.5905796372
ACH-000750,LOXIMVI,Skin,Melanoma,Melanoma,,,,5.3702244359,4.0680937942,4.5636478152
ACH-000696,OVCAR8,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,5.3068176625,3.9585015268,4.8852945941
ACH-000661,WM1799,Skin,Melanoma,Melanoma,,,,6.1279605711,4.9644700244,4.7918780579
ACH-000827,WM793,Skin,Melanoma,Melanoma,,,,6.5045932026,4.0781305168,4.6956454381
ACH-000579,UACC257,Skin,Melanoma,Melanoma,,,,7.079749416,5.4651630655,5.2172591415
ACH-000858,KNS62,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,4.3442176724,3.3110176064,3.4377980077
ACH-000647,TE1,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,6.7206902034,5.1319612794,5.2210976721
ACH-000204,LP1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,6.4823890194,4.9484335682,5.2589448238
ACH-000814,HS939T,Skin,Melanoma,Melanoma,,,,6.5419317178,5.2371766244,5.308713359
ACH-000632,HS944T,Skin,Melanoma,Cutaneous Melanoma,,,,5.6971585246,4.790137268,5.0093900658
ACH-000193,KARPAS620,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,5.8360093109,4.6481854568,4.6022760337
ACH-000051,TE617T,Soft Tissue,Rhabdomyosarcoma,Rhabdomyosarcoma,,,,6.6746637596,5.2828130381,5.0178108967
ACH-000625,HEP3B217,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,7.1031583099,5.5757859802,6.1747206385
ACH-000739,HEPG2,Liver,Hepatoblastoma,Hepatoblastoma,,,,5.7059978142,3.8636052048,4.2459210897
ACH-000005,HEL9217,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M6,,,6.9066737707,5.3582133715,5.2657232719
ACH-000437,SW1088,CNS/Brain,Diffuse Glioma,Astrocytoma,Astrocytoma,,,7.1791281023,5.3211384403,5.3565436378
ACH-000355,NCIH82,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,6.6611014541,4.9716315923,5.6093632449
ACH-000178,HS766T,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,7.2071927355,5.2632817215,5.1349984029
ACH-000396,J82,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder Transitional Cell,,,5.9023720572,4.9496421893,5.318208154
ACH-000039,SKNMC,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,7.5004314877,5.14050974,5.2070913667
ACH-000793,KATOIII,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,Signet Ring Cell,,,5.507631375,4.198297925,4.8817917984
ACH-001672,TERA2,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,,,,5.9517341471,4.7576755394,5.0705159779
ACH-000163,SW579,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,,,,6.563867335,5.2659004445,5.4457056178
ACH-000149,SKNSH,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,6.7098634048,4.9508498501,5.1609955793
ACH-000940,AN3CA,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,5.9384572765,5.1186874742,4.7665061019
ACH-000954,HEC1A,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,6.0965116484,4.47462725,5.0265815977
ACH-000941,HEC1B,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,6.9036162788,5.3390099075,4.8852945941
ACH-000939,SKUT1,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,,,,7.1406078793,5.3461621138,6.0169955608
ACH-001400,SW954,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,,,,6.0668973528,3.7010470882,2.6075262076
ACH-000358,NCIH69,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,6.4332146116,4.8854835285,5.1624467001
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",ERneg HER2neg,Basal B,,6.7225283556,5.1595697705,5.6136457084
ACH-000258,DU4475,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Luminal HER2 Amp,,5.97452644,5.120847874,5.4611932441
ACH-000884,MDAMB435S,Skin,Melanoma,Melanoma,Amelanotic,,,6.1338219245,1.916624795,4.1811848954
ACH-000883,SW1783,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,Astrocytoma,,,5.5795541038,4.4943160023,4.9288183564
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",ERneg HER2neg,Basal B,,4.7831311141,4.5435026289,4.7065427431
ACH-000910,MDAMB453,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,HER2 Amp,,5.9889613301,5.108927491,5.1993309851
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Basal A,,5.5089446297,4.3532044022,4.845401576
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERpos HER2neg,Luminal,,6.4457971244,4.8583579266,4.8525727648
ACH-000799,HS695T,Skin,Melanoma,Melanoma,Amelanotic,,,6.1766758404,4.9117206469,4.8948847266
ACH-000067,HS683,CNS/Brain,Diffuse Glioma,Oligodendroglioma,Oligodendroglioma,,,7.1285070632,5.4811435166,5.3159218813
ACH-000075,U87MG,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,6.0448639,3.952304409,5.221446136
ACH-000014,HS294T,Skin,Melanoma,Melanoma,,,,6.591633189,5.7721834379,5.2633543472
ACH-001529,JAR,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,,,,6.0138996674,4.6382825379,4.8839586326
ACH-000389,H4,CNS/Brain,Diffuse Glioma,Astrocytoma,,,,7.4143065829,5.7199631961,5.618448705
ACH-000040,U118MG,CNS/Brain,Diffuse Glioma,Astrocytoma,Astrocytoma,,,7.1655571283,5.3501898266,5.4768135755
ACH-000133,HS729,Fibroblast,Non-Cancerous,Fibroblast,,,,6.7852084811,5.5214807736,5.5776650977
ACH-000041,RDES,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,8.1658480067,5.4814273603,5.7850591809
ACH-001421,WERIRB1,Eye,Retinoblastoma,Retinoblastoma,,,,6.7029707353,5.1407694022,5.3757278564
ACH-000800,NCIH446,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,6.7203223181,5.0595393678,5.6361906904
ACH-000506,NCIH146,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,4.7534444891,3.6792356243,4.5636478152
ACH-000638,NCIH441,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,7.4661089249,4.8154204832,4.9044130774
ACH-000463,NCIH460,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,4.4104965998,4.5212451448,4.3969631251
ACH-000628,NCIH596,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,NSCLC Adenosquamous,,,7.1884771498,5.0323243768,5.239798216
ACH-000395,NCIH520,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,7.1599845271,5.3799104755,5.5112959916
ACH-000853,NCIH661,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,6.8460800222,4.9367004099,4.8747612217
ACH-000055,D283MED,CNS/Brain,Embryonal Tumor,Medulloblastoma,Med Group 3,MYC Exp,,7.2199668106,4.6154247146,4.9061389292
ACH-000211,DAOY,CNS/Brain,Embryonal Tumor,Medulloblastoma,,Non MYC,,6.878942558,5.043723238,5.4679921489
ACH-000095,D341Med,CNS/Brain,Embryonal Tumor,Medulloblastoma,Med Group 3,MYC Amp,,6.8903754899,4.9116465598,4.6801144737
ACH-000536,BT20,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal A,,6.0934232318,4.8871629111,5.2928626535
ACH-000242,RT4,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder Transitional Cell,,,5.5094696283,4.0243123404,4.0882141809
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERpos HER2pos,HER2 Amp,,5.9760932954,4.0724033652,4.6285197101
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ERpos HER2neg,Luminal,,7.250493949,5.0774156753,5.0474998661
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERpos HER2neg,Luminal,,6.3839880092,5.1835814965,4.7406913034
ACH-000621,MDAMB157,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal B,,6.9624136784,5.7523652982,4.9911823497
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERpos HER2neg,HER2 Amp,,5.7843005699,3.7077651161,4.0685937785
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Basal B,,5.6724758066,5.1911583313,5.2895389335
ACH-000934,MDAMB361,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERpos HER2pos,HER2 Amp,,6.4876498212,4.96007684,5.0949354895
ACH-000839,SCABER,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,Bladder Squamous Cell Carcinoma,Bladder Squamous,,,5.1334589758,3.8977786593,3.8291574802
ACH-000017,SKBR3,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2pos,HER2 Amp,,6.3403690052,5.3615952383,5.0400348374
ACH-001333,C33A,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,6.7701415435,5.2015427544,5.245082159
ACH-001525,HT3,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,,,,6.69117521,4.9345984071,4.3200426969
ACH-001360,MS751,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,7.5622558078,5.5179077435,5.4513641815
ACH-000556,SIHA,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,7.6773639718,5.6233686996,5.2566464038
ACH-001530,JEG3,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,,,,5.7849359534,4.6887117267,5.1588286792
ACH-000003,CACO2,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.8894017253,4.8783253777,4.7011041267
ACH-000552,HT29,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.4883594085,5.0848025236,5.1657065259
ACH-000400,SKCO1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,4.475131067,4.3792155411,4.012072376
ACH-000018,T24,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,,,6.7029350774,5.3874771596,5.4160690978
ACH-000740,A253,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Salivary Gland,,,5.0322499416,4.0309605013,4.1075777126
ACH-000846,FADU,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,,,,6.368000217,4.9524585733,4.5278868908
ACH-000555,A498,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,5.254084966,3.6577170476,3.8469134533
ACH-000429,A704,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,6.9202520982,3.9256810619,3.0441505796
ACH-000433,CAKI1,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,5.6175234089,4.2316018969,4.3278387454
ACH-000234,CAKI2,Kidney,Renal Cell Carcinoma,Papillary Renal Cell Carcinoma,Clear Cell,,,6.0147715845,4.4361623209,4.6886687516
ACH-000720,TCCSUP,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder Transitional Cell,,,7.5755551231,5.6379782855,5.4448071336
ACH-000361,SKHEP1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,5.3166245459,4.0980072826,4.5782518759
ACH-000511,CALU1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,6.2894229346,4.7331735837,5.2346272932
ACH-000392,CALU3,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,5.5486151024,3.6642984914,3.7474513982
ACH-000264,CALU6,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,,,5.8614574203,4.8145404363,5.2235351968
ACH-000665,SKMES1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,6.5251059928,4.7177720227,5.3795779167
ACH-000669,SW900,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,6.1622868463,4.8329152495,4.8512308127
ACH-000877,EB1,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,6.8688085611,5.4279927656,5.3064123509
ACH-001064,EB2,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,7.7270236916,5.7969235274,5.884180438
ACH-000707,P3HR1,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,6.4663576108,5.5067586306,5.5975221317
ACH-000322,HT144,Skin,Melanoma,Melanoma,,,,6.0745818042,4.7644263301,5.1383192208
ACH-000477,MALME3M,Skin,Melanoma,Melanoma,,,,5.0421374665,4.1916812796,4.6481580427
ACH-000987,MEWO,Skin,Melanoma,Cutaneous Melanoma,,,,7.3766738598,5.8686740505,5.6917279546
ACH-000348,RPMI7951,Skin,Melanoma,Melanoma,,,,7.1108533969,4.7847604662,5.1111661886
ACH-001190,SKMEL2,Skin,Melanoma,Melanoma,,,,6.2271939612,5.6330939072,5.8537412786
ACH-000423,SKMEL3,Skin,Melanoma,Cutaneous Melanoma,,,,6.4835279645,5.4223969876,5.4016421751
ACH-000730,SKMEL5,Skin,Melanoma,Cutaneous Melanoma,,,,5.4267844736,4.6506387923,4.3987872423
ACH-000001,NIHOVCAR3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,7.8141408727,5.6266706572,5.8042142074
ACH-000822,SKMEL24,Skin,Melanoma,Melanoma,,,,6.0501047529,4.6149228685,4.6450745361
ACH-000615,SKMEL28,Skin,Melanoma,Cutaneous Melanoma,,,,6.5941576402,5.0729662717,5.0329277798
ACH-000640,SKMEL31,Skin,Melanoma,Cutaneous Melanoma,,,,7.0631262235,5.4771641288,5.3701551531
ACH-000713,CAOV3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,5.0676304808,4.6373434838,4.8778412119
ACH-000103,CAOV4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,7.692204929,5.5731163132,5.1489691958
ACH-000811,SKOV3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,Endometrioid,,,5.8140538109,5.0788959199,5.0869436649
ACH-001399,SW626,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.4480352117,4.3651909229,4.7727766227
ACH-000354,CAPAN1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.4441932705,4.8854835285,4.6796500969
ACH-000107,CAPAN2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.817032047,5.3850599169,5.3827055448
ACH-000201,A204,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,,,,6.3295884412,3.5453021358,4.4507311345
ACH-000410,SAOS2,Bone,Osteosarcoma,Osteosarcoma,,,,7.1700012031,5.4924561184,5.9681788053
ACH-000087,SKES1,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,7.9385584771,5.4123317784,5.8107784176
ACH-000145,SKLMS1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,,,6.8478921867,5.6952617199,5.5489070972
ACH-000905,5637,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,,,5.4267844736,4.0220898086,5.0808255391
ACH-000418,SW1353,Bone,Chondrosarcoma,Chondrosarcoma,,,,6.8925384035,3.6137437364,4.7631850473
ACH-000364,U2OS,Bone,Osteosarcoma,Osteosarcoma,,,,6.3552476015,4.9676571103,5.2435787694
ACH-000319,MPP89,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,5.5532178689,4.5471807248,4.5189499766
ACH-000331,ISTMES2,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,6.3812586261,4.9261034597,5.2524763957
ACH-000464,CAS1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.6754208515,4.2679802615,4.5317798743
ACH-000569,ISTMES1,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,4.1112954794,3.9169668074,3.964757833
ACH-000944,NAMALWA,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,6.9966975486,5.547517818,5.7819616828
ACH-000609,SF126,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,5.6682057788,4.8255045658,5.2643700653
ACH-000804,NB1,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,5.0893077364,3.7988855789,4.5652776278
ACH-001651,SKGI,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,5.6733612494,4.3186873147,4.1242258073
ACH-001652,SKGII,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,6.3577372742,4.5295433583,4.6787145687
ACH-000719,RMGI,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,Clear Cell,,,5.9559994039,4.1810343637,4.6866693531
ACH-000701,RMUGS,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,Mucinous,,,6.0480479041,4.6412949739,5.2490605632
ACH-001451,BOKU,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,7.6535544304,6.1481832164,5.6828173217
ACH-000776,ONS76,CNS/Brain,Embryonal Tumor,Medulloblastoma,,Non MYC,,7.9694037673,5.108927491,4.8458507953
ACH-000622,KNS42,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,4.6228853648,3.7013696229,4.1541889096
ACH-000445,KNS60,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,7.4799421183,5.160621685,5.2586050846
ACH-000479,KNS81,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.1532053194,3.7997440036,4.1634799342
ACH-001605,NO10,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,5.7360186926,4.7497036158,5.1176733108
ACH-000227,KPNYN,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,6.1116847056,1.7275813132,4.314389789
ACH-000231,KALS1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.8263530812,5.3753523164,5.4236860411
ACH-000631,KS1,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,5.7315402105,4.6922278745,4.949899882
ACH-000200,NMCG1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.0254351638,4.8833816875,4.9854717063
ACH-000168,NOMO1,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,M5,,,6.5437141804,5.1305318497,4.5804032287
ACH-000738,GB1,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,7.017997501,5.3011381547,5.6622815909
ACH-000269,AM38,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,5.8300124082,4.7999456044,5.2988265922
ACH-000469,YH13,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,7.9133169624,5.2837830462,5.096452858
ACH-000076,NCO2,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",,BCR-ABL1 positive,,6.2015052561,5.2583594208,4.501479513
ACH-001517,HEC1,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,7.1309022373,5.4588727114,5.1915674649
ACH-001704,VMRCMELG,Skin,Melanoma,Melanoma,,,,6.5614617905,5.4447674568,4.6038896326
ACH-000444,LU99,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,NSCLC Large Cell,,,5.6379904384,4.6662470531,4.8282293445
ACH-000062,RERFLCMS,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.3427029743,5.01660637,4.9203008851
ACH-000157,A4FUK,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,6.372889724,5.4691739584,5.314286663
ACH-000524,KURAMOCHI,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,8.0711535527,4.644251864,4.6112512286
ACH-000697,A3KAW,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,7.1984982853,5.3296300729,4.9594973936
ACH-001642,SCC3,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,B-cell,,,7.2777890333,6.1709574311,4.6856999321
ACH-000373,SKM1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,6.299519801,5.1721449463,5.1085360892
ACH-001543,KOSC2,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Oral,,,7.5281651463,4.8163261385,4.6432471572
ACH-000564,KHM1B,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,4.5109197065,4.5002814877,4.3072959874
ACH-000482,RERFLCKJ,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.5733110626,4.7229232374,4.5093949628
ACH-001670,TASK1,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,,,,7.1633957764,5.4554670476,5.5792499865
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal B,,6.2026941717,4.686971384,5.1901068188
ACH-001549,LU135,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,5.715350214,4.8817272221,5.648226894
ACH-001655,SKN,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,,,,6.4161965939,4.7869726997,4.9533948414
ACH-000505,RKN,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,,,6.026194121,4.7410472255,5.5553153695
ACH-000108,KP3,Pancreas,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,Exocrine Adenosquamous,,,7.0530086205,4.9009474646,4.9972765272
ACH-000974,SNGM,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,6.0755016062,4.5997899087,4.6861690809
ACH-000281,KP2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,7.0735728847,4.3756946722,4.6326758204
ACH-000347,QGP1,Pancreas,Pancreatic Neuroendocrine Tumor,Pancreatic Neuroendocrine Tumor,Somatostatinoma,,,6.8917677652,4.9803390387,5.3178817599
